title,lat,lng,rating_overall,reviews_count,rating_accuracy,rating_cleanliness,rating_value,rating_location,nightly_price,has_rating,bedrooms,bathrooms,description_length,has_wifi,has_pool,has_pyramid_view
Spacious Suite with Bathtub & Iconic Pyramids view,29.966,31.1476,5.0,2.0,5.0,5.0,5.0,5.0,108.9,True,1,1.0,41,False,False,False
"Apartment of magic and beauty, Zamalek",30.0657,31.217,5.0,48.0,4.98,4.96,4.98,4.96,150.01,True,3,2.0,111,False,False,False
Mid-Century Vibes. Modern Convenience. CasaMayouie,30.04,31.2161,5.0,30.0,4.97,4.97,4.97,4.9,111.35,True,2,2.0,380,True,False,False
Luxury Nile View Apartment in Zamalek – First Row,30.06946,31.2171,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,353.73,False,3,3.0,70,False,False,False
Elite Lake View Residence,30.0253,31.5391,5.0,23.0,4.96,4.96,5.0,4.96,135.2,True,2,2.0,327,False,False,False
Luxury 2-BDR Hotel Apt Garden View | By RAHA HOME,30.0549,31.2086,5.0,18.0,5.0,5.0,4.94,4.94,130.65,True,3,1.0,144,True,False,False
AB N902 2br,30.04152,31.22018,4.87,313.0,4.89,4.84,4.71,4.94,114.0,True,2,2.0,174,False,False,False
Cozy 2BR Apartment in Degla Maadi,29.96525,31.27766,4.92,119.0,4.83,4.87,4.86,4.78,114.27,True,2,1.5,264,False,False,False
"3BR WS Luxury, 222 Private Garden in Elegant Area",29.9799392897571,30.97444244167184,5.0,4.0,5.0,5.0,4.5,4.75,112.0,True,3,2.0,69,False,False,False
Two Bedrooms Apartment M Residence By Brassbell,30.06004611128288,31.22289116064919,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,137.0,False,1,1.0,69,True,False,False
"2 bedroom apartment, Maadi, Villa Belle Epoque",29.95782,31.26428,4.73,26.0,4.77,4.92,4.5,4.54,468.33,True,2,1.0,66,False,True,False
Luxurious Modern Design,30.0537,31.3293,4.95,19.0,4.95,4.74,4.89,4.74,121.6,True,3,3.0,90,False,False,False
Baron Empain Palace Royal Stay-Heliopolis,30.0874662122142,31.329756035985834,5.0,18.0,5.0,5.0,5.0,5.0,110.0,True,2,2.5,124,True,True,False
"A very elegant, beautiful, and unique villa in a truly lovely location.",30.06368,30.94779,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,375.1,False,3,1.0,61,False,False,False
Cozy 3 bedrooms apartment,30.0062,31.53474,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,257.58,False,3,3.0,17,False,False,False
Luxury Pool View Suite at JW Marriott Residences,30.0357,31.4759,4.95,20.0,4.9,4.9,4.8,4.75,110.0,True,1,1.5,486,True,True,False
